asin,title,brand,price_inr,mrp_inr,rating,review_count,sponsored,badge,search_query
B015HN7R7S,NIVEA,Cleansing,6923.0,1385.0,4.2,78.0,False,,nivea men body wash
B0030443QK,Dove Men Body and Face Wash Clean Comfort 250ml,Moisturizing,2212.0,884.0,4.5,78.0,False,,dove men care body wash
B0899ZM7FX,Kimirica,Up to 5% back with Amazon Pay ICICI card,499.0,166.0,4.2,78.0,False,,old spice body wash
B0B2P4JMXQ,KIMIRICA,"hydrating,moisturizing",382.0,127.0,4.3,75.0,False,,old spice body wash
B0F3V7MPK3,Gush,Up to 5% back with Amazon Pay ICICI card,599.0,299.0,4.6,75.0,False,,old spice body wash
B01CGEO6A2,NIVEA,Up to 5% back with Amazon Pay ICICI card,249.0,99.0,4.0,75.0,False,,nivea men body wash
B0D8YKWB1X,Old Tree,for bathing,872.0,17.0,4.1,74.0,False,,old spice body wash
B0G2BF4DHX,Multani,Body Cleansing,122.0,45.0,4.4,73.0,False,,beardo body wash
B0CVX1B1Z1,Forest Essentials,Up to 5% back with Amazon Pay ICICI card,1650.0,165000.0,4.6,72.0,False,,old spice body wash
B0C3387MGK,Ustraa,Fresh,284.0,113.0,3.9,68.0,False,Limited time deal,ustraa body wash
B0CCJF69P9,The Man Company,Up to 5% back with Amazon Pay ICICI card,899.0,2596.0,4.2,67.0,False,,the man company body wash
B0F3P5BFMW,Dermafique,Hydrating,198.0,79.0,4.3,64.0,False,,bombay shaving company body wash
B07V4QFPYW,Nivea,Hydrating,305.0,474.0,4.3,64.0,False,,nivea men body wash
B09KXPR7M2,"Mancode Activated Charcoal Body Wash For Men 450ml, Shower Gel For Men, Bodywash Men, Body Wash For Men, Oil Control, Active Charcoal and Natural Oils Extract, Odor Protection",2% off coupon appliedSave 2%with coupon,225.0,50.0,3.9,62.0,False,,ustraa body wash
B0FN5VZDNT,"WildOak AHA BHA Exfoliating Body Wash | 750ml Value Pack | Salicylic, Mandelic, Glycolic Acid & Probiotics | Shower Gel | Body Acne, Strawberry Skin, Ingrown Hair & Uneven Texture | Non-Drying Formula",Exfoliating,399.0,53.0,4.0,61.0,False,,beardo body wash
B0DS52G9GC,Arata,5% off coupon appliedSave 5%with coupon,449.0,74.0,3.8,61.0,False,,bombay shaving company body wash
B07VKM2HR5,NIVEA,"Moisturizing, Nourishing",380.0,63.0,4.4,61.0,False,Supersaver,nivea men body wash
B01HBA487W,Fiama,No featured offers available,,,3.8,60.0,False,,fiama men body wash
B0CLYJSP21,Vedic Valley,Soothing,704.0,234.0,4.2,58.0,False,Ends in,ustraa body wash
B0CLYK9WZY,Vedic Valley,Hydrating,704.0,234.0,4.2,58.0,False,Ends in,fiama men body wash
B07D9GF1NW,NIVEA,Up to 5% back with Amazon Pay ICICI card,149.0,149.0,4.3,54.0,False,Supersaver,nivea men body wash
B0DVZKX8MX,The Man Company,Cleansing,999.0,2755.0,4.2,53.0,False,,the man company body wash
B01ITPHBAO,Old Spice,Up to 5% back with Amazon Pay ICICI card,994.0,248.0,4.5,53.0,False,,old spice body wash
B0C27SMKM5,Ustraa,Up to 5% back with Amazon Pay ICICI card,279.0,223.0,4.1,52.0,False,,ustraa body wash
B0CB5TCY64,NIVEA,Moisturizing,889.0,177.0,4.2,52.0,False,,nivea men body wash
B0DNZR1543,RIVONA NATURALS,Hydrating,379.0,151.0,4.3,51.0,False,Limited time deal,dove men care body wash
B0FFBBQQKS,VILLAIN,Skin Cleansing,299.0,119.0,4.4,48.0,False,,dove men care body wash
B0FFBHNV9Q,VILLAIN,Skin Cleansing,299.0,119.0,4.4,48.0,False,,ustraa body wash
B07STTD8M2,Nivea,Cleansing,348.0,542.0,4.5,46.0,False,,nivea men body wash
B0FHG7JJVN,Fiama,Rejuvenating,959.0,1599.0,5.0,46.0,False,,fiama men body wash
B07Q15ZGK5,NIVEA,Moisturizing,240.0,96.0,3.5,45.0,False,,nivea men body wash
B0FN5JGVQL,"WildOak Fitkari & Epsom Salt Body Wash | 750 ml Value Pack | Added Hyaluronic Acid, Probiotics & Ceramides | Shower Gel for Odor Control, Muscle Relaxation, Skin-Mind Purifying & Post-Workout Recovery",Up to 5% back with Amazon Pay ICICI card,390.0,52.0,3.6,44.0,False,,beardo body wash
B0DW46635Y,Bath and Body Works Into The Night Body Wash |295 ml / 10 fl oz |Body Wash|Woodsy Fragrance|For Women,Up to 5% back with Amazon Pay ICICI card,898.0,397.0,4.6,44.0,False,Limited time deal,bombay shaving company body wash
B0C5DPD8YG,"Blood Orange Energizing Daily Body Wash | Brightens, Renews & Repairs | Hydrates Up to 8 Hours | 100% Natural, Vegan, Sulphate & Paraben Free | For All Skin Types | 300 ml",Brightening,555.0,185.0,4.1,43.0,False,Limited time deal,bombay shaving company body wash
B0BSLNRB39,ST. D'VENCÉ,Up to 5% back with Amazon Pay ICICI card,449.0,149.0,4.0,43.0,False,,ustraa body wash
B00JFV2XC8,Dove,2% off coupon appliedSave 2%with coupon,6647.0,624.0,4.2,43.0,False,,dove men care body wash
B0D679RM2D,Naija Organics,5% off coupon appliedSave 5%with coupon,717.0,358.0,4.0,42.0,False,Limited time deal,the man company body wash
B07DCPZ37V,Fiama,Smoothening,,,4.3,41.0,False,,fiama men body wash
B00HT03SJY,NIVEA,Up to 5% back with Amazon Pay ICICI card,149.0,149.0,4.1,40.0,False,Supersaver,nivea men body wash
B0C8D1RZYC,Botanic Hearth,Moisturizing,311.0,126.0,4.0,38.0,False,,bombay shaving company body wash
B07V4QH2WD,Nivea,Cleansing,439.0,474.0,4.3,38.0,False,,nivea men body wash
B0DHX4YMD4,Mamaearth,Detoxification,626.0,75.0,3.9,37.0,False,Limited time deal,ustraa body wash
B0CDWR1ZPC,Old Spice,Up to 5% back with Amazon Pay ICICI card,999.0,249.0,4.5,34.0,False,,old spice body wash
B09YHTZJR3,Nivea,Cleansing,365.0,568.0,3.9,34.0,False,,nivea men body wash
B0DBR6Z5TP,NARH,Up to 5% back with Amazon Pay ICICI card,442.0,294.0,3.9,33.0,False,,bombay shaving company body wash
B0D4F4TD81,Bodify,Vitamin C Brightening,239.0,47.0,4.1,33.0,False,Limited time deal,bombay shaving company body wash
B0CFVST59B,The Man Company,Brightening,377.0,94.0,3.8,32.0,False,,bombay shaving company body wash
B0CD83JLJB,Bombay Shaving Company,cleansing,379.0,252.0,4.4,31.0,False,,bombay shaving company body wash
B0FXXCVNSL,Freeskin,softening,349.0,46.0,4.9,31.0,False,,ustraa body wash
B01329XE2Q,NIVEA MEN,freshening,5124.0,341.0,4.6,30.0,False,,nivea men body wash
B0FHB2JKR6,WildOak 2.5% Benzoyl Peroxide Acne Face Body Wash | 450ml Value Pack | Kills 99.99% Acne Germs | Fights Severe Bacne | Unclogs Pores & Prevents Breakouts | Scientifically Proven Non-Drying Formula,Acne Prevention,399.0,53.0,3.6,30.0,False,Limited time deal,beardo body wash
B07S7R626P,Dove,Moisturizing,275.0,34.0,4.4,29.0,False,Supersaver,old spice body wash
B07P1BH4NK,Fiama,Moisturizing,,,4.0,29.0,False,,fiama men body wash
B0183C3FBM,NIVEA,Moisturizing,105.0,350.0,4.1,28.0,False,,nivea men body wash
B07QB62547,Biotique,Hydrating,136.0,68.0,4.3,27.0,False,,beardo body wash
B00CV1MMDY,Biotique,Cleansing,480.0,60.0,4.3,27.0,False,,fiama men body wash
B0DYYN87CN,Biotique,"Brightening, Soothing",174.0,58.0,4.3,27.0,False,,bombay shaving company body wash
B00791CX6W,Biotique,Cleansing,123.0,64.0,4.3,27.0,False,,ustraa body wash
B0DW45WMT4,Bath and Body Works Gingham Body Wash |295 ml / 10 fl oz |Body Wash|Fresh Fragrance|For Women,Up to 5% back with Amazon Pay ICICI card,898.0,218.0,4.2,26.0,False,Limited time deal,bombay shaving company body wash
B0DHVRYT28,Old Spice,Up to 5% back with Amazon Pay ICICI card,478.0,897.0,3.9,26.0,False,,old spice body wash
B0CVQFHXXG,Bath & Body Works,Up to 5% back with Amazon Pay ICICI card,899.0,89900.0,4.2,26.0,False,,old spice body wash
B00OQ1ZKO0,NIVEA MEN,Hydrating,5622.0,391.0,4.6,25.0,False,,nivea men body wash
B0D4F6DY8J,Bodify,Marine Extract,239.0,47.0,3.8,25.0,False,Limited time deal,bombay shaving company body wash
B00K2TWSLS,NIVEA,Freshening,165.0,66.0,4.4,24.0,False,,nivea men body wash
B0FW4KN1T8,Kitcoz,Up to 5% back with Amazon Pay ICICI card,349.0,139.0,4.9,24.0,False,,beardo body wash
B00XRJBOBA,NIVEA MEN,Cleansing,199.0,79.0,4.2,23.0,False,,old spice body wash
B0F8JC44BH,COCKY,5% off coupon appliedSave 5%with coupon,546.0,182.0,4.5,23.0,False,,beardo body wash
B07Y8TVKQC,Pears,Moisturizing,102.0,40.0,4.3,23.0,False,,ustraa body wash
B0DJT4TG61,Bath & Body Works,Up to 5% back with Amazon Pay ICICI card,759.0,862.0,4.0,21.0,False,,old spice body wash
B0F9F2CKP3,Dove,Up to 5% back with Amazon Pay ICICI card,168.0,56.0,4.3,21.0,False,,dove men care body wash
B082T9ZFDK,NIVEA,Hydrating,314.0,52.0,4.4,21.0,False,Supersaver,nivea men body wash
B07FKM5LZT,Pears,Moisturizing,105.0,42.0,4.3,20.0,False,,ustraa body wash
B00JF2FO7I,Dove,CLEANSING,4789.0,450.0,4.2,19.0,False,,dove men care body wash
B0FHBGFBCB,BEARDO,Up to 5% back with Amazon Pay ICICI card,477.0,106.0,3.7,19.0,False,,bombay shaving company body wash
B00H6QO6UQ,Dove,2% off coupon appliedSave 2%with coupon,5733.0,716.0,4.2,19.0,False,,dove men care body wash
B09DDD3JXX,Dove Men+Care,CLEANSING,999.0,187.0,4.6,19.0,False,Amazon's,dove men care body wash
B00LS9TQXY,Dove,CLEANSING,4610.0,4610.0,4.5,19.0,False,,dove men care body wash
B00X9UOCEI,NIVEA,Oil Control,256.0,170.0,4.1,18.0,False,Supersaver,nivea men body wash
B0FKT2KHTC,WOW Skin Science,Hydrating,238.0,86.0,5.0,18.0,False,Limited time deal,ustraa body wash
B0DBHN2ZMT,mcaffeine,Up to 5% back with Amazon Pay ICICI card,588.0,73.0,3.5,17.0,False,,bombay shaving company body wash
B01KZ8P8G2,Palmolive,Cleansing,247.0,32.0,4.4,17.0,False,Supersaver,nivea men body wash
B07V6WJPCF,Nivea,"Cleansing, Glow",315.0,524.0,3.8,17.0,False,,nivea men body wash
B0FD3XKXP5,"Daybreak Brightening Bodywash Cleanser for Men, 470ml | Niacinamide & Vitamin C, Saffron Extract| Paraben & SLS Free | Body Wash Shower Gel for Women| Prevents tan, dull, dehydrated Skin",10% off coupon appliedSave 10%with coupon,1250.0,265.0,3.8,17.0,False,,old spice body wash
B0C33F5NN7,Ustraa,"Antioxidant,Hydrating",284.0,113.0,4.1,16.0,False,Limited time deal,ustraa body wash
B07VL3L2KZ,Pears,Brightening,126.0,50.0,4.2,15.0,False,,ustraa body wash
B0F2SLPR3W,Bombay Shaving Company,Up to 5% back with Amazon Pay ICICI card,249.0,24900.0,4.6,14.0,False,,bombay shaving company body wash
B00G4UECW2,Old Spice,Up to 5% back with Amazon Pay ICICI card,255.0,25500.0,4.4,14.0,False,,old spice body wash
B00NU0JS1O,NIVEA,"cleansing, hydrating",482.0,96.0,4.3,13.0,False,,fiama men body wash
B0DXF3PPPZ,The Man Company,Gift set for men,878.0,1579.0,3.6,13.0,False,,the man company body wash
B00N0YFMJM,NIVEA,CLEANSERS,565.0,113.0,4.3,13.0,False,,nivea men body wash
B00E96N78I,NIVEA,Moisturizing,165.0,66.0,4.4,13.0,False,Supersaver,nivea men body wash
B0017IMOL2,NIVEA,Moisturizing,326.0,130.0,4.4,13.0,False,,nivea men body wash
B074CN5CTX,The Body Shop,Up to 5% back with Amazon Pay ICICI card,375.0,150.0,4.4,12.0,False,,the man company body wash
B01FX43MS4,The Body Shop,Moisturizing,356.0,142.0,4.4,12.0,False,,old spice body wash
B0G1T7DRJZ,"2% Salicylic Acid Hydrating Body Wash | Prevents Body Acne, Breakouts & Smooths Rough, Bumpy Skin | Exfoliating Shower Gel with Centella Asiatica & Vitamin E | Sulfate & Paraben Free | 200ml",3% off coupon appliedSave 3%with coupon,375.0,187.0,4.4,12.0,False,,nivea men body wash
B07VQFXKR1,Pears,Detoxifying,153.0,61.0,4.3,12.0,False,,ustraa body wash
B06ZY81GGQ,Fiama,Radiant,199.0,49.0,4.3,11.0,False,Supersaver,fiama men body wash
B00Q355BQO,Fiama,Moisturizing,98.0,39.0,4.3,11.0,False,,nivea men body wash
B07LB9KB8P,VIVEL,Moisturizing,79.0,19.0,4.2,11.0,False,,fiama men body wash
B0CMTPQ59R,VIVEL,Moisturizing,,,4.2,11.0,False,,old spice body wash
B09KHJ38HJ,Pears,Smoothening,275.0,36.0,4.4,11.0,False,Supersaver,the man company body wash
B0F93K5Y1C,BEARDO,Up to 5% back with Amazon Pay ICICI card,626.0,1173.0,3.4,11.0,False,,beardo body wash
B0B9R97B8J,Fiama,Hydrating,242.0,518.0,4.3,11.0,False,,fiama men body wash
B07NDS9Z83,Liril,Soothing,139.0,55.0,4.2,10.0,False,,fiama men body wash
B0F3DGBX4T,Be Bodywise,Acne Prevention,399.0,159.0,4.2,10.0,False,,old spice body wash
B09SLYBCGW,Be Bodywise,Up to 5% back with Amazon Pay ICICI card,349.0,139.0,4.2,10.0,False,,fiama men body wash
B077GSDMNB,NIVEA,cleansing,266.0,53.0,4.3,10.0,False,,fiama men body wash
B0DYNY2KSY,NIVEA,cleansing,774.0,51.0,4.3,10.0,False,,nivea men body wash
B012WIPM1Y,Nivea,Hydrating,240.0,96.0,4.8,10.0,False,,nivea men body wash
B0FL2GZLHV,Be Bodywise,Save extra with Cashback,699.0,99.0,4.2,10.0,False,,beardo body wash
B07XTSQT4R,Dettol,Hydrating,110.0,44.0,4.2,9.0,False,,fiama men body wash
B0FJ1XXCS5,Bath & Body Works,Hydrating,899.0,304.0,4.8,9.0,False,,the man company body wash
B07V3QLYMS,Fiama,Moisturizing,216.0,458.0,4.2,9.0,False,,fiama men body wash
B09VPM5RP4,Chemist at Play,Save extra with Cashback,348.0,147.0,4.3,9.0,False,Supersaver,beardo body wash
B0948PSH1Y,Fiama,Smoothening,216.0,407.0,4.4,9.0,False,,fiama men body wash
B07MQFBR19,Dove,Savings,727.0,181.0,3.0,9.0,False,,dove men care body wash
B0963HC3S8,BEARDO,Oil Control,264.0,132.0,4.0,9.0,False,,beardo body wash
B0G6F92FGW,Arabian Aroma,Blue Ocean,299.0,1.0,5.0,9.0,False,,beardo body wash
B01KZ8P7AE,Palmolive,Cleansing,287.0,38.0,4.4,8.0,False,Supersaver,fiama men body wash
B0C3LVB3NL,Ustraa,Up to 5% back with Amazon Pay ICICI card,628.0,358.0,3.6,8.0,False,Limited time deal,ustraa body wash
B0FL81HRNY,Bath & Body Works,Up to 5% back with Amazon Pay ICICI card,899.0,304.0,5.0,8.0,False,,old spice body wash
B01I1Q921W,NIVEA,cleansing,530.0,550.0,4.5,8.0,False,,nivea men body wash
B0FGDNDNMD,Boericke & Tafel,Up to 5% back with Amazon Pay ICICI card,455.0,140.0,4.8,8.0,False,,the man company body wash
B07XLMQKNT,Dettol,Acne Prevention,104.0,41.0,4.2,7.0,False,,fiama men body wash
B0948FPN9Z,Fiama,Moisturizing,216.0,458.0,4.5,7.0,False,,fiama men body wash
B07QD4F5S1,Biotique,Nourishing,132.0,66.0,4.2,7.0,False,Supersaver,nivea men body wash
B0932R8ZGD,Dove,Nourishing,331.0,40.0,4.4,7.0,False,Supersaver,bombay shaving company body wash
B002TSA90C,Dove Men+Care,Cleansing,4510.0,1127.0,4.5,7.0,False,,dove men care body wash
B0FJ21SHRN,Bourbon Body Wash,Hydrating,899.0,304.0,3.6,7.0,False,,old spice body wash
B07JNH9W9J,The Man Company,Moisturizing,258.0,516.0,4.0,6.0,False,,the man company body wash
B00372FOXQ,"Dove Men And Care Body And Face Wash, Extra Fresh, 13.5 Ounce",SKIN CARE,1712.0,428.0,4.7,6.0,False,,dove men care body wash
B07D9LKB18,NIVEA,Cleansing,263.0,105.0,4.2,6.0,False,Supersaver,the man company body wash
B09PZZBJ1J,Dove,"Moisturizing,Nourishing",1299.0,176.0,4.4,6.0,False,,dove men care body wash
B07LB3SJ4P,VIVEL,Revitalizing,79.0,19.0,4.3,6.0,False,,fiama men body wash
B06ZY81J2Z,Fiama,Smoothening,220.0,44.0,4.3,6.0,False,,fiama men body wash
B0BCKMZY1V,BEARDO,Brightening,269.0,134.0,4.0,6.0,False,Supersaver,beardo body wash
B0DCW8CHNJ,BEARDO,Save extra with Cashback,573.0,220.0,4.0,6.0,False,,beardo body wash
B00Q355H1S,Fiama,Moisturizing,98.0,39.0,4.4,5.0,False,,fiama men body wash
B0F48QQMCJ,Chemist at Play,Exfoliating,299.0,126.0,4.2,5.0,False,,ustraa body wash
B071DGPRM3,Fiama,Moisturizing,179.0,35.0,4.3,5.0,False,Supersaver,fiama men body wash
B00C92T37S,NIVEA,Cleansing,166.0,66.0,4.3,5.0,False,Supersaver,beardo body wash
B00GZG6SSG,Palmolive,"Moisturizing,Nourishing",179.0,71.0,4.4,5.0,False,Supersaver,old spice body wash
B0F48NHTVT,Chemist at Play,Exfoliating,299.0,126.0,4.2,5.0,False,,the man company body wash
B0F8NX5QPM,Chemist at Play,Brightening,599.0,126.0,4.2,5.0,False,,beardo body wash
B09R4WF6J5,Dove,Nourishing,141.0,56.0,4.3,5.0,False,,old spice body wash
B0CQ295WZ3,Chemist at Play,Hydrating,279.0,118.0,4.2,5.0,False,,old spice body wash
B09KHFWNBF,Pears,Smoothening,294.0,39.0,4.4,5.0,False,Supersaver,old spice body wash
B07XVQ1Q75,BEARDO,brightening,152.0,76.0,4.1,4.0,False,Supersaver,nivea men body wash
B098LR2L3K,Fiama,Radiant,239.0,26.0,4.3,4.0,False,Supersaver,fiama men body wash
